NAME	VALUE	DEFAULT_VALUE	DATA_TYPE	EDIT_LEVEL	SECTION	INFO
_max_rpc_packet_size	2047MB	2047MB	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the max rpc packet size when sending RPC or responding RPC results
_max_schema_slot_num	128	128	INT	DYNAMIC_EFFECTIVE	OBSERVER	the max schema slot number for multi-version schema memory management, Range: [2, 256] in integer
_max_tablet_cnt_per_gb	20000	20000	INT	DYNAMIC_EFFECTIVE	TENANT	The maximum number of tablets supported per 1GB of memory by tenant unit. Range: [1000, 50000)
_mds_memory_limit_percentage	10	10	INT	DYNAMIC_EFFECTIVE	TENANT	Used to control the upper limit percentage of memory resources that the Mds module can use. Range:(0, 100)
_memstore_limit_percentage	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	used in calculating the value of MEMSTORE_LIMIT parameter: _memstore_limit_percentage = memstore_limit / memory_size, where MEMORY_SIZE is determined when the tenant is created. Range: [0, 100). 1. the system will use memstore_limit_percentage if only memstore_limit_percentage is set.2. the system will use _memstore_limit_percentage if both memstore_limit_percentage and _memstore_limit_percentage is set.3. the system will adjust automatically if both memstore_limit_percentage and _memstore_limit_percentage set to 0(by default).
_migrate_block_verify_level	1	1	INT	DYNAMIC_EFFECTIVE	OBSERVER	specify what kind of verification should be done when migrating macro block. 0 : no verification will be done 1 : physical verification2 : logical verification
_minor_compaction_amplification_factor	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	thre L1 compaction write amplification factor, 0 means default 25, Range: [0,100] in integer
_minor_merge_write_amplification_threshold	2000000	2000000	INT	DYNAMIC_EFFECTIVE	TENANT	The write amplification threshold about minor compaction. The larger the value, the smaller the write amplicification
_min_const_integer_precision	1	1	INT	DYNAMIC_EFFECTIVE	TENANT	the minimum precision of integer constant
_min_malloc_sample_interval	16	16	INT	DYNAMIC_EFFECTIVE	OBSERVER	the min malloc times between two samples, which is not more than _max_malloc_sample_interval. 10000 means not to sample any malloc, Range: [1, 10000]
_multimodel_memory_trace_level	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	Multi-mode memory tracking mechanism
_mvcc_gc_using_min_txn_snapshot	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies enable mvcc gc using active txn snapshot
_ndv_runtime_bloom_filter_size	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	whether to use NDV to build a bloom filter in runtime filter.Value:  True:turned on  False: turned off
_nested_loop_join_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable/disable nested loop join
_non_standard_comparison_level	NONE	NONE	STRING	DYNAMIC_EFFECTIVE	TENANT	Enable non-standard comparisons to optimize filtering by aligning constants with column types. Currently only affects comparisons between string columns and int constants NONE: all comparison types use standard comparison. EQUAL: non-standard comparisons rules will applied in equal conditions. RANGE: non-standard comparisons rules will applied in range conditions. 
_no_logging	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	set true to skip writing ddl clog when all server using the same oss in shared storage mode
_object_storage_condition_put_mode	none	none	STRING	DYNAMIC_EFFECTIVE	OBSERVER	"Set the conditional put mode in object storage.""none"": no conditional put.""if-match"": conditional put with if-match."
_object_storage_io_timeout	20s	20s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	io timeout for object storage, Range [1s,1200s]. The default value is 20s
_obkv_enable_distributed_execution	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether to enable distributed execution in OBKV. The default value is true.
_obkv_feature_mode			MODE	DYNAMIC_EFFECTIVE	OBSERVER	_obkv_feature_mode is a option list to control specified OBKV features on/off.
_ob_additional_lib_path	/usr/local/oceanbase/deps/devel/lib	/usr/local/oceanbase/deps/devel/lib	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the needed libs path for external table with enabled option: ob_enable_java_env
_ob_ash_disk_write_enable	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable active session history early flush
_ob_ash_enable	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable active session history
_ob_ash_size	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	to limit the memory size for ash buffer. Range: [0,1G] 0 means using default ash size, 30MB in normal case, 10M in mini mode
_ob_ddl_temp_file_compress_func	AUTO	AUTO	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specific compression in ObTempBlockStore.AUTO: use compression algorithm from table schema;ZSTD: use ZSTD compression algorithm;LZ4: use LZ4 compression algorithm;NONE: do not use compression.
_ob_ddl_timeout	1000s	1000s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the config parameter of ddl timeoutRange: [1s, 3216672000s)
_ob_elr_fast_freeze_threshold	500000	500000	INT	DYNAMIC_EFFECTIVE	OBSERVER	per row update counts threshold to trigger minor freeze for tables with ELR optimization
_ob_enable_background_thread_auto_adapt	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether the tenant's background thread auto adapt is enabledValue: True:turned on;  False: turned off
_ob_enable_direct_load	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable direct path load
_ob_enable_dynamic_worker	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether worker count increases when all workers were in blocking.
_ob_enable_fast_freeze	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether the tenant's fast freeze is enabledValue: True:turned on;  False: turned off
_ob_enable_fast_parser	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	control if enable fast parser
_ob_enable_pl_dynamic_stack_check	True	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable dynamic stack check when executing PL.
_ob_enable_prepared_statement	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	control if enable prepared statement
_ob_enable_standby_db_parallel_log_transport	True	True	BOOL	DYNAMIC_EFFECTIVE	LOGSERVICE	Specifies whether the parallel log transport protocol is enabled on the standby database. The parallel log transport protocol is enabled only if this parameter is true and the primary database is compatible with the parallel log transport protocol.
_ob_enable_truncate_partition_preserve_global_index	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Specifies Whether to allow global indexes to be preserved when truncating/dropping the main table partition.
_ob_get_gts_ahead_interval	0s	0s	TIME	DYNAMIC_EFFECTIVE	TRANS	get gts ahead interval. Range: [0s, 100ms]
_ob_immediate_row_conflict_check	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	By default, OB's MySQL mode will check unique conflicts row by row after the update.When the switch is turned off, it will only check whether the final state of a batch of data after the update satisfies the unique constraint.
_ob_java_odps_data_transfer_mode	arrowTable	arrowTable	STRING	DYNAMIC_EFFECTIVE	OBSERVER	"[arrowTable, offHeapTable] 
odps arrow table, off heap table "
_ob_max_thread_num	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	ob max thread number upper limit of observer thread count. Range: [0, 10000), 0 means no limit.
_ob_obj_dep_maint_task_interval	1ms	1ms	TIME	DYNAMIC_EFFECTIVE	OBSERVER	The execution interval of the task of maintaining the dependency of the object. Range: [0, 10s]
_ob_plan_cache_auto_flush_interval	0s	0s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	time interval for auto periodic flush plan cache. Range: [0s, +∞)
_ob_plan_cache_gc_strategy	REPORT	REPORT	STRING	DYNAMIC_EFFECTIVE	OBSERVER	OFF: disabled, REPORT: check leaked cache object infos only, AUTO: check and release leaked cache obj.
_ob_pl_compile_max_concurrency	4	4	INT	DYNAMIC_EFFECTIVE	OBSERVER	The maximum number of threads that an observer node can compile PL concurrently.
_ob_query_rate_limit	-1	-1	INT	DYNAMIC_EFFECTIVE	OBSERVER	the maximun throughput allowed for a tenant per observer instance
_ob_sqlstat_enable	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable/disable sql stat
_ob_ssl_invited_nodes	NONE	NONE	STRING	DYNAMIC_EFFECTIVE	OBSERVER	when rpc need use ssl, we will use it to store invited server ipv4 during grayscale change.when it is finish, it can use ALL instead of all server ipv4
_ob_trans_rpc_timeout	3s	3s	TIME	DYNAMIC_EFFECTIVE	TRANS	transaction rpc timeout(s). Range: [0s, 3600s]
_optimizer_ads_time_limit	10	10	INT	DYNAMIC_EFFECTIVE	TENANT	the maximum optimizer dynamic sampling time limit. Range: [0, 300]
_optimizer_better_inlist_costing	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable improved costing of index access using in-list(s)
_optimizer_group_by_placement	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable group by placement transform rule
_optimizer_skip_scan_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable/disable index skip scan
_optimizer_sortmerge_join_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable/disable merge join
_orc_filter_pushdown_level	4	4	INT	DYNAMIC_EFFECTIVE	OBSERVER	This parameter controls the filter pushdown level for ORC external tables, where 0 disables filter pushdown, 1 pushes filters down to the file level, 2 pushes filters down to the stripe level, 3 pushes filters down to the row index level and 4 pushes filters down to the encoding level. The default value is 4.
_parallel_ddl_control			MODE	DYNAMIC_EFFECTIVE	ROOT_SERVICE	switch for parallel capability of parallel DDL
_parallel_max_active_sessions	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	max active parallel sessions allowed for tenant. Range: [0,+∞)
_parallel_min_message_pool	16M	16M	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	DTL message buffer pool reserve the mininum size after extend the size. Range: [16M,8G]
_parallel_redo_logging_trigger	16M	16M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	size of single transaction's pending redo log to trigger parallel writes redo log. Range: [0B,+∞)
_parallel_server_sleep_time	1	1	DOUBLE	DYNAMIC_EFFECTIVE	TENANT	sleep time between get channel data in millisecond. Range: [0, 2000]
_parquet_filter_pushdown_level	4	4	INT	DYNAMIC_EFFECTIVE	OBSERVER	This parameter is used to control the predicate push level of the PARQUET external table. The optional value is 0, which means disabling filter condition pushdown, 1, which means pushdown to file level, 2, which means pushdown to RowGroup level, 3, which means pushdown to Page level and 4, which means pushdown to Encoding level. The default value is 4.
_parquet_row_group_prebuffer_size	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	SSTABLE	the parquet prefetch maximum row group size. Range: [0, +∞)
_partition_wise_plan_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable/disable optimizer partition wise plan
_pc_adaptive_effectiveness_ratio_threshold	5	5	INT	DYNAMIC_EFFECTIVE	TENANT	minimum effectiveness ratio threshold for enabling adaptive plan cache. Range:[0, +∞]
_pc_adaptive_min_exec_time_threshold	1s	1s	TIME	DYNAMIC_EFFECTIVE	TENANT	minimum execution time threshold for enabling adaptive plan cache. Range: [0, +∞]
_pdml_thread_cache_size	2M	2M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	The cache size of per pdml thread.Range:[1B, )
_pipelined_table_function_memory_limit	524288000	524288000	INT	DYNAMIC_EFFECTIVE	OBSERVER	pipeline table function result set memory size limit. default 524288000 (500M), Range: [1024,18446744073709551615]
_preserve_order_for_groupby	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Control whether the query results are sorted according to the GROUP BY expression
_preserve_order_for_pagination	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	enable preserver order for limit
_preset_runtime_bloom_filter_size	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Whether build runtime bloom filter with row count estimated by optimizor.Value:  True:turned on  False: turned off
_prexec_prepare_with_params	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Control the prexec protocol prepare with or without parameters during the prepare phase.
_print_sample_ppm	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	In the full link diagnosis, control the frequency of printing traces to the log (unit is ppm, parts per million).
_private_buffer_size	16K	16K	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	[0B,)the trigger remaining data size within transaction for immediate logging, 0B represents not trigger immediate loggingRange: [0B, total size of memory]
_publish_schema_mode	BEST_EFFORT	BEST_EFFORT	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specify the inspection of schema synchronous status after ddl transaction commitsvalues: BEST_EFFORT, ASYNC
_pushdown_storage_level	4	4	INT	DYNAMIC_EFFECTIVE	TENANT	the level of storage pushdown. Range: [0, 4] 0: disabled, 1:blockscan, 2: blockscan & filter, 3: blockscan & filter & aggregate, 4: blockscan & filter & aggregate & group by
_px_bloom_filter_group_size	auto	auto	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the px bloom filter each group size in sending to the other sqcRange: [1, +∞) or auto, the default value is auto
_px_chunklist_count_ratio	1	1	INT	DYNAMIC_EFFECTIVE	OBSERVER	the ratio of the dtl buffer manager list. Range: [1, 128]
_px_join_skew_handling	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enables skew handling for parallel joins. The  default value is True.
_px_join_skew_minfreq	30	30	INT	DYNAMIC_EFFECTIVE	OBSERVER	sets minimum frequency(%) for skewed value for parallel joins. Range: [1, 100] in integer
_px_max_message_pool_pct	40	40	DOUBLE	DYNAMIC_EFFECTIVE	TENANT	The maxinum percent of tenant memory that DTL message buffer pool can alloc memory. Range: [0,90]
_px_max_pipeline_depth	2	2	INT	DYNAMIC_EFFECTIVE	TENANT	max parallel execution pipeline depth, range: [2,3]
_px_message_compression	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable DTL send message with compressionValue: True: enable compression False: disable compression
_px_object_sampling	200	200	INT	DYNAMIC_EFFECTIVE	OBSERVER	[1, 100000]parallel query sampling for base objects (100000 = 100%)
_px_task_rebalance_trigger_time	10ms	10ms	TIME	DYNAMIC_EFFECTIVE	OBSERVER	Control the trigger time of px task rebalance. Range: [1us, 1h]
_px_worker_share_plan_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable parallel execution optimization by sharing plan and only serializing necessary expressions.
_query_record_size_limit	65536	65536	INT	DYNAMIC_EFFECTIVE	OBSERVER	set sql_audit and plan stat query sql size. Range: [0,67108864] in integer in integer.
_rebuild_replica_log_lag_threshold	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	TRANS	size of clog files that a replica lag behind leader to trigger rebuild, 0 means never trigger rebuild on purpose. Range: [0, +∞)
_recyclebin_object_purge_frequency	10m	10m	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the time to purge recyclebin. Range: [0m, +∞)
_regex_engine	ICU	ICU	STRING	DYNAMIC_EFFECTIVE	TENANT	specifies the regexp engine. Values: ICU(International Components for Unicode), Hyperscan
_resource_limit_max_session_num	0	0	INT	DYNAMIC_EFFECTIVE	RESOURCE_LIMIT	the maximum number of sessions that can be created concurrently
_resource_limit_spec	auto	auto	STRING	DYNAMIC_EFFECTIVE	OBSERVER	this parameter encodes some resource limit parameters to json
_restore_emergency_inc_major_sstable_threshold	48	48	INT	DYNAMIC_EFFECTIVE	TENANT	Inc Major SSTable count threshold to trigger emergency compaction during restore. When restore tenant's Inc Major SSTable count reaches this threshold, system will prioritize inc major compaction to prevent restore from hanging due to too many Inc Major SSTables. Range: [2,64] in integer
_restore_idle_time	1m	1m	TIME	DYNAMIC_EFFECTIVE	LOAD_BALANCE	the time interval between the schedules of physical restore task. Range: [10s, +∞)
_restore_io_max_retry_count	3	3	INT	DYNAMIC_EFFECTIVE	OBSERVER	max retry times for restore when encounting io errorRange: [0,64] in integer
_rowsets_enabled	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	specifies whether vectorized sql execution engine is activated
_rowsets_max_rows	256	256	INT	DYNAMIC_EFFECTIVE	TENANT	the row number processed by vectorized sql engine within one batch. Range: [0, 65535]
_rowsets_target_maxsize	524288	524288	INT	DYNAMIC_EFFECTIVE	TENANT	the size of the memory reserved for vectorized sql engine. Range: [262144, 8388608]
_rpc_checksum	Force	Force	STRING	DYNAMIC_EFFECTIVE	OBSERVER	Force: always verify; Optional: verify when rpc_checksum non-zero; Disable: ignore verify
_schema_memory_recycle_interval	15m	15m	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the time interval between the schedules of schema memory recycle task. 0 means only turn off gc current allocator, and other schema memory recycle task's interval will be 15mins. Range [0s,)
_send_bloom_filter_size	1024	1024	INT	DYNAMIC_EFFECTIVE	OBSERVER	Set send bloom filter slice sizeRange: [1, +∞)
_server_full_schema_refresh_parallelism	REQUEST	REQUEST	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether observer's full schema refresh is request-level parallelism or object-level parallelism.values: REQUEST, OBJECT
_server_standby_fetch_log_bandwidth_limit	0MB	0MB	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the max bandwidth in bytes per second that can be occupied by the synchronizing log from primary cluster of a server in standby cluster
_session_context_size	10000	10000	INT	READONLY	OBSERVER	limits the total number of (namespace, attribute) pairs used by all application contexts in the user session.
_session_temp_table_clean_interval	10m	10m	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	schedule interval for session temporary table clean task. Range: [0s, +∞). Default: 10m
_skip_checking_ls_migration_required_size	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Skip checking ls migration required size
_sort_area_size	32M	32M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	size of maximum memory that could be used by SORT. Range: [2M,+∞)
_sqlexec_disable_hash_based_distagg_tiv	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	disable hash based distinct aggregation in the second stage of three stage aggregation for gby queriesValue:  True:turned on  False: turned off
_sql_insert_multi_values_split_opt	True	True	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	True means that the split + batch optimization for inserting multiple rows of the insert values ​​statement can be done
_ss_advance_checkpoint_interval	10m	10m	TIME	DYNAMIC_EFFECTIVE	TENANT	The execution interval for the ss advance checkpoint taskRange: [1m, 12h]
_ss_clog_retention_period	10m	10m	TIME	DYNAMIC_EFFECTIVE	TENANT	Minimum retention period for CLOG data in the log service. Default: 10 minutes. Range: [1m, 7d]
_ss_deleted_tablet_gc_time	5d	5d	TIME	DYNAMIC_EFFECTIVE	TENANT	the GC time for deleted tablet in shared dir,Range: [0,365d]
_ss_disk_space_calibration_time_interval	1h	1h	TIME	DYNAMIC_EFFECTIVE	TENANT	The execution interval of disk space calibration task in shared storage mode,Range: [1s, )
_ss_enable_garbage_collection_service	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	The garbage collection service toggle on shared storage.
_ss_enable_timeout_garbage_collection	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Used to switch timeout garbage collection on shared storage.
_ss_failed_block_gc_expiration_time	10m	10m	TIME	DYNAMIC_EFFECTIVE	TENANT	failed blocks not marked as abort will be gc after _ss_failed_block_gc_expiration_time.Range: [1m, 365d]
_ss_garbage_collect_file_expiration_time	6h	6h	TIME	DYNAMIC_EFFECTIVE	TENANT	The file expiration threshold on shared storage. The garbage collection service periodically reclaims expired files.Range: [10s, 365d]
_ss_garbage_collect_interval	1h	1h	TIME	DYNAMIC_EFFECTIVE	TENANT	The execution interval for the garbage collection service on shared storage.Range: [10s, 12h]
_ss_hidden_sys_tenant_data_disk_size	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	the size of the data disk reserved for hidden sys tenant in shared storage mode, 0M means follow the adjusting value.
_ss_local_cache_control			MODE	DYNAMIC_EFFECTIVE	ROOT_SERVICE	switch for ss_local_cache in shared_storage mode
_ss_local_cache_expiration_time	0s	0s	TIME	DYNAMIC_EFFECTIVE	TENANT	The expiration time of local cache data in shared storage mode,Range: [0s, )
_ss_macro_block_check_interval	1d	1d	TIME	DYNAMIC_EFFECTIVE	TENANT	Control the period of macro block check in shared dir.Range: [30s, 365d]
_ss_macro_cache_miss_threshold_for_prefetch	10	10	INT	DYNAMIC_EFFECTIVE	TENANT	the threshold for local cache miss times of one same macro block, which triggers prefetching of the macro block to local macro cache in shared storage mode,Range: [1, 10000]
_ss_major_compaction_prewarm_level	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	the level of major compaction prewarm in shared storage mode. Range: [0, 2] 0: prewarm both meta and data, 1: only prewarm meta, 2: prewarm none of meta and data. this prewarm level should be set before one round of major compaction.
_ss_mem_macro_cache_memory_limit_percentage	5	5	INT	DYNAMIC_EFFECTIVE	TENANT	the maximum percentage of tenant memory size used by mem_macro_cache in shared_stoarge mode, Range: [0, 50]
_ss_micro_cache_arc_limit_percent	70	70	INT	DYNAMIC_EFFECTIVE	TENANT	the percent of disk space occupied when trigger eviction based on the ARC algo of ss_micro_cache in shared storage mode,Range: [10, 90]
_ss_micro_cache_memory_percentage	20	20	INT	DYNAMIC_EFFECTIVE	TENANT	the percentage of tenant memory size used by microblock_cache in shared_stoarge mode, Range: [1, 50]
_ss_micro_cache_size_max_percentage	20	20	INT	DYNAMIC_EFFECTIVE	TENANT	The percentage of tenant disk size used by ss_micro_cache in shared_storage mode,Range: [1, 99]
_ss_new_leader_overwrite_delay	60s	60s	TIME	DYNAMIC_EFFECTIVE	TENANT	the delay time for new leader to write ss obj, Range: [1s, )Range: [1s, )
_ss_old_ver_retention_time	5d	5d	TIME	DYNAMIC_EFFECTIVE	TENANT	the retention time of old compaction version data in shared dir,Range: [0,365d]
_ss_schedule_upload_interval	10m	10m	TIME	DYNAMIC_EFFECTIVE	TENANT	The execution interval for the inc sstable upload taskRange: [1s, 12h]
_ss_sslog_weak_read_threshold	5s	5s	TIME	DYNAMIC_EFFECTIVE	TENANT	If the difference time between the local max decided scn and gts is less than this configuration item value,the read operation inside the sslog atomic operation can be weak. Range: [0s, 2h]
_ss_storage_stat_report_interval	10m	10m	TIME	DYNAMIC_EFFECTIVE	TENANT	Control the reporting period of __all_tenant_ss_storage_statRange: [10s, 24d]
_ss_tablet_version_retention_time	1h	1h	TIME	DYNAMIC_EFFECTIVE	TENANT	The guaranteed retention time for the old versions of tablets on shared storage.Range: [10s, 1d]
_stall_threshold_for_dynamic_worker	3ms	3ms	TIME	DYNAMIC_EFFECTIVE	OBSERVER	threshold of dynamic worker works
_standby_max_replay_gap_time	900s	900s	TIME	DYNAMIC_EFFECTIVE	TENANT	The difference in replayable_scn between log streams on standby tenants is not greater than _standby_max_replay_gap_time, and the gap between sync_scn and replayable_scn of each log stream is kept reasonably small. Range: [10s, )
_storage_leak_check_mod			STRING	DYNAMIC_EFFECTIVE	OBSERVER	set leak check mod in storage
_storage_meta_memory_limit_percentage	20	20	INT	DYNAMIC_EFFECTIVE	TENANT	maximum memory for storage meta, as a percentage of total tenant memory. Range: [0, 50), percentage, 0 means no limit to storage meta memory
_storage_stream_rpc_buffer_size	2M	2M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	[2M,128M]the buffer size of storage stream rpcRange: [2M, 128M]
_stream_rpc_max_wait_timeout	1200s	1200s	TIME	DYNAMIC_EFFECTIVE	RPC	the maximum timeout for a tenant worker thread to wait for the next request while processing streaming RPC
_system_trig_enabled	False	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable or disable system trigger feature.
_temporary_file_io_area_size	1	1	INT	DYNAMIC_EFFECTIVE	TENANT	memory buffer size of temporary file, as a percentage of total tenant memory. Range: [0, 50), percentage
_tempstore_read_alignment_size	0KB	0KB	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	Used to control the size of data read by tempstore each time to align the underlying shared storage
_tenant_stack_size	512K	512K	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the size of routine execution stack for a tenant Range: [512K, 20M]
_trace_control_info	"{""type_t"":{""level"":1,""sample_pct"":""0.10"",""record_policy"":""SAMPLE_AND_SLOW_QUERY""}}"	"{""type_t"":{""level"":1,""sample_pct"":""0.10"",""record_policy"":""SAMPLE_AND_SLOW_QUERY""}}"	STRING	DYNAMIC_EFFECTIVE	OBSERVER	persistent control information for full-link trace
_transfer_finish_trans_timeout	10s	10s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	transfer finish transaction timeout, Range [1s,600s]. The default value is 10s
_transfer_process_lock_tx_timeout	100s	100s	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	transaction timeout for locking and unlocking transfer task. Range: [30s, +∞)
_transfer_service_wakeup_interval	5m	5m	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	transfer service wakeup interval in errsim mode. Range: [1s, 5m]
_transfer_start_retry_count	3	3	INT	STATIC_EFFECTIVE	OBSERVER	the number of transfer start retry. Range: [0, 64] in integer
_transfer_start_rpc_timeout	10s	10s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	transfer start status rpc check some status ready timeout, Range [1ms,600s]. The default value is 10s
_transfer_start_trans_timeout	1s	1s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	transfer start transaction timeout, Range [1ms,600s]. The default value is 1s
_transfer_task_retry_interval	1m	1m	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	Retry interval after transfer task failure. Range: [0s, +∞). Default: 1m
_transfer_task_tablet_count_threshold	100	100	INT	DYNAMIC_EFFECTIVE	ROOT_SERVICE	Threshold for the count of tablets that can be processed by a transfer task. Range: (0, +∞)
_trx_max_log_cb_limit	16	16	INT	DYNAMIC_EFFECTIVE	TENANT	Control the upper limit of TxLogCbs involved in the participant to manage the maximum concurrency of  submiting logs in a transaction
_tx_data_memory_limit_percentage	20	20	INT	DYNAMIC_EFFECTIVE	TENANT	used to control the upper limit percentage of memory resources that the TxData module can use. Range:(0, 100)
_tx_debug_level	0	0	INT	DYNAMIC_EFFECTIVE	TRANS	the debug level of transaction module. Range: [0, 10] in integer.
_tx_result_retention	300	300	INT	DYNAMIC_EFFECTIVE	TRANS	The tx data can be recycled after at least _tx_result_retention seconds. Range: [0, 36000]
_tx_share_memory_limit_percentage	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	Used to control the percentage of tenant memory limit that multiple modules in the transaction layer can collectively use. This primarily includes user data (MemTable), transaction data (TxData), etc. When it is set to the default value of 0, it represents dynamic adaptive behavior, which will be adjusted dynamically based on memstore_limit_percentage. The adjustment rule is:  _tx_share_memory_limit_percentage = max(memstore_limit_percentage, ob_vector_memory_limit_percentage + 5) + 10. Range: [0, 100)
_update_all_columns_for_trigger	False	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	control the switch determining whether the UPDATE statement always updates all columns when the table contains a row-level BEFORE UPDATE trigger.
_upgrade_stage	NONE	NONE	STRING	READONLY	OBSERVER	specifies the upgrade stage. NONE: in non upgrade stage, PREUPGRADE: in pre upgrade stage, DBUPGRADE: in db uprade stage, POSTUPGRADE: in post upgrade stage. 
_use_hash_rollup	AUTO	AUTO	STRING	DYNAMIC_EFFECTIVE	TENANT	policy of hash based rollup plan:AUTO: hash rollup plan is up to optimizer;FORCED: hash rollup plan is used by default;DISABLED: hash rollup plan is disabled;
_use_odps_jni_connector	True	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable jni connector for external odps table
_wait_interval_after_parallel_ddl	30s	30s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	time interval for waiting other servers to refresh schema after parallel ddl is done
_with_subquery	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	WITH subquery transformation,0: optimizer,1: materialize,2: inline
_xa_gc_interval	1h	1h	TIME	DYNAMIC_EFFECTIVE	OBSERVER	specifies the scan interval of the gc worker
_xa_gc_timeout	24h	24h	TIME	DYNAMIC_EFFECTIVE	OBSERVER	specifies the threshold value for a xa record to be considered as obsolete
_xsolapi_generate_with_clause	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	OLAP API generates WITH clause
__balance_controller			STRING	DYNAMIC_EFFECTIVE	LOAD_BALANCE	specifies whether the balance events are turned on or turned off.
__easy_memory_limit	4G	4G	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	max memory size which can be used by libeasy. The default value is 4G. Range: [256M,)
