category,name,current_value,info,section,edit_level,reason,score
内存管理,_enable_filter_reordering,True,enable filter reordering in storage engine,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_hash_join_hasher,1,"which hash function to choose for hash join 1: murmurhash, 2: crc, 4: xxhash",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_hgby_llc_ndv_adaptive,True,specifies whether llc ndv adptive is activated,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_inc_major_direct_load,False,Specifies whether enable inc major direct load,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_insertup_column_store_opt,True,Enable or disable insert up optimization path for column store.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_kv_group_commit_ops,10000,"Used to control the minimum OPS threshold that triggers the group commit execution when this feature is enabled in OBKV;. Range: [0, +∞) in integer. Especially, 10000 means default value",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_kv_hbase_admin_ddl,False,Whether to allow the execution of the DDL function provided by the OBKV-HBase Admin interface. The default value is false.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_routine_call_param_defend,True,Enable or disable routine call parameter defend.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_skip_index,True,enable the skip index in storage engine,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_ss_garbage_collector_defensive_check,True,Enable or disable defensive checks for garbage collection on shared storage.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_enable_ss_replica_prewarm,True,specifies whether enable replica prewarm in shared storage mode. Value: True:turned on;  False: turned off,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_force_explict_500_malloc,False,Force 500 memory for explicit allocation,OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: memory, mem",3
内存管理,_force_hash_groupby_dump,False,force hash groupby to dumpValue:  True:turned on  False: turned off,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_force_hash_join_spill,False,force hash join to dump after get all build hash table Value:  True:turned on  False: turned off,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_hash_area_size,32M,"size of maximum memory that could be used by HASH JOIN. Range: [4M,+∞)",OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: memory, mem",3
内存管理,_hash_join_enabled,True,enable/disable hash join,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_inlist_rewrite_threshold,1000,"[1, 2147483647]specifies transform how much const params in IN list to values table",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_iut_enable,True,specifies whether allow the index table usage start monitoring.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_iut_max_entries,30000,maximum of index entries to be monitoring.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_lob_rowsets_max_rows,65535,max batch size of physical plan with lob data,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_max_dblink_conn_per_observer,256,"The maximum limit on the number of connections that can be opened simultaneously for a specific observer for any DBLink, default value is 256",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_max_schema_slot_num,128,"the max schema slot number for multi-version schema memory management, Range: [2, 256] in integer",OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: memory, mem",3
内存管理,_mvcc_gc_using_min_txn_snapshot,True,specifies enable mvcc gc using active txn snapshot,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_nested_loop_join_enabled,True,enable/disable nested loop join,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_non_standard_comparison_level,NONE,Enable non-standard comparisons to optimize filtering by aligning constants with column types. Currently only affects comparisons between string columns and int constants NONE: all comparison types use standard comparison. EQUAL: non-standard comparisons rules will applied in equal conditions. RANGE: non-standard comparisons rules will applied in range conditions. ,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_preserve_order_for_groupby,False,Control whether the query results are sorted according to the GROUP BY expression,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_prexec_prepare_with_params,False,Control the prexec protocol prepare with or without parameters during the prepare phase.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_pushdown_storage_level,4,"the level of storage pushdown. Range: [0, 4] 0: disabled, 1:blockscan, 2: blockscan & filter, 3: blockscan & filter & aggregate, 4: blockscan & filter & aggregate & group by",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_regex_engine,ICU,"specifies the regexp engine. Values: ICU(International Components for Unicode), Hyperscan",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_rowsets_enabled,True,specifies whether vectorized sql execution engine is activated,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_rowsets_max_rows,256,"the row number processed by vectorized sql engine within one batch. Range: [0, 65535]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_sort_area_size,32M,"size of maximum memory that could be used by SORT. Range: [2M,+∞)",OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: memory, mem",3
内存管理,_ss_advance_checkpoint_interval,10m,"The execution interval for the ss advance checkpoint taskRange: [1m, 12h]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_ss_deleted_tablet_gc_time,5d,"the GC time for deleted tablet in shared dir,Range: [0,365d]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_ss_garbage_collect_interval,1h,"The execution interval for the garbage collection service on shared storage.Range: [10s, 12h]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_ss_macro_block_check_interval,1d,"Control the period of macro block check in shared dir.Range: [30s, 365d]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_ss_new_leader_overwrite_delay,60s,"the delay time for new leader to write ss obj, Range: [1s, )Range: [1s, )",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_ss_schedule_upload_interval,10m,"The execution interval for the inc sstable upload taskRange: [1s, 12h]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_system_trig_enabled,False,Enable or disable system trigger feature.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_tempstore_read_alignment_size,0KB,Used to control the size of data read by tempstore each time to align the underlying shared storage,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_update_all_columns_for_trigger,False,control the switch determining whether the UPDATE statement always updates all columns when the table contains a row-level BEFORE UPDATE trigger.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_use_hash_rollup,AUTO,policy of hash based rollup plan:AUTO: hash rollup plan is up to optimizer;FORCED: hash rollup plan is used by default;DISABLED: hash rollup plan is disabled;,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,_xsolapi_generate_with_clause,True,OLAP API generates WITH clause,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,all_server_list,127.0.0.1:2882,all server addr in cluster,LOCATION_CACHE,DYNAMIC_EFFECTIVE,命中关键词: cache,3
内存管理,auto_split_tablet_size,2GB,"when create an auto-partitioned table in ""create table"" syntax or modify a table as an auto-partitioned table in ""alter table"" syntax,if the splitting threshold of tablet size is not setted,this config will be setted as the threshold of the table.Note that the modification of this config will not affect the created auto-partitioned table.Range: [128M, +∞)",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,default_load_mode,DISABLED,"Specifies default load data path.""DISABLED"" represent load data not in direct load path (default value).""FULL_DIRECT_WRITE"" represent load data in full direct load path with insert semantics.""INC_DIRECT_WRITE"" represent load data in inc direct load path with insert semantics.""INC_REPLACE_DIRECT_WRITE"" represent load data in inc direct load path with replace semantics.",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,default_skip_index_level,0,Specify the default skip_index_level when creating table.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,default_table_merge_engine,PARTIAL_UPDATE,"Specify the default merge_engine when creating table: partial_update, delete_insert.",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,default_table_store_format,row,"Specify the default storage format of creating table: row, column, compound format of row and columnvalues: row, column, compound",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,direct_load_allow_fallback,True,Control whether an error is reported when direct load of the derivative operation scenario is not supported.,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,enable_auto_split,False,"if the auto-partition clause is not used, this config judge whether to enable auto-partition for creating table.",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,enable_monotonic_weak_read,False,specifies observer supportting atomicity and monotonic order read,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,enable_ps_parameterize,True,Used to control enable or disable parameterization in PS statement parsing,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,json_document_max_depth,100,maximum nesting depth allowed in a JSON document,TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,kv_group_commit_batch_size,10,"Used to specify the batch size of each group commit batch in OBKV. Values: 1 means sinlge operaion in each batch, equally to disable group commit. When batch size is greater than 1, it means group commit is enable and used as its batch size. ",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,kv_group_commit_rw_mode,ALL,"Used to specify the read/write operation types when group commit is enable. Values: 'ALL' means enable all operations, 'READ' mean only enable read operation in group commit, 'WRITE'  means only write operations in group commit.",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,leak_mod_to_check,NONE,the name of the module under memory leak checks,OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: memory, mem",3
内存管理,max_stale_time_for_weak_consistency,5s,"the max data stale time that cluster weak read version behind current timestamp,no smaller than weak_read_version_refresh_interval, range: [5s, +∞)",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,mds_minor_compact_trigger,2,"minor_compact_trigger, Range: [2,16] in integer",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,minor_compact_trigger,2,"minor_compact_trigger, Range: [0,16] in integer",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,ob_encoding_granularity,65536,"Maximum rows for encoding in one micro block. Range:[8192,1048576]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,sql_work_area,1G,Work area memory limitation for tenant,OBSERVER,STATIC_EFFECTIVE,"命中关键词: memory, mem, tenant",3
内存管理,storage_rowsets_size,8192,"the row number processed by vectorized storage engine within one batch in column storage. Range: (0,1048576]",TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
内存管理,workarea_size_policy,AUTO,policy used to size SQL working areas (MANUAL/AUTO),TENANT,DYNAMIC_EFFECTIVE,命中关键词: tenant,3
磁盘IO,_allow_skip_replay_redo_after_detete_tablet,False,"allow skip replay invalid redo log after tablet delete transaction is committed.The default value is FALSE. Value: TRUE means we allow skip replaying this invalid redo log, False means we do not alow such behavior.",OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: io, log",3
磁盘IO,_keepalive_interval,100ms,"This configuration item is used to control the write interval of the keepalive log, ensuring that the readable point of the standby database can be advanced in a timely manner.",TRANS,DYNAMIC_EFFECTIVE,"命中关键词: io, log",3
磁盘IO,_migrate_block_verify_level,1,specify what kind of verification should be done when migrating macro block. 0 : no verification will be done 1 : physical verification2 : logical verification,OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: io, log",3
磁盘IO,_print_sample_ppm,0,"In the full link diagnosis, control the frequency of printing traces to the log (unit is ppm, parts per million).",OBSERVER,DYNAMIC_EFFECTIVE,"命中关键词: io, log",3
磁盘IO,balancer_tolerance_percentage,10,"specifies the tolerance (in percentage) of the unbalance of the disk space utilization among all units. The average disk space utilization is calculated by dividing the total space by the number of units. For example, say balancer_tolerance_percentage is set to 10 and a tenant has two units in the system, the average disk use for each unit should be about the same, thus 50% of the total value. Therefore, the system will start a rebalancing task when any unit\'s disk space goes beyond +-10% of the average usage. Range: [1, 100) in percentage",LOAD_BALANCE,DYNAMIC_EFFECTIVE,"命中关键词: io, disk",3
CPU调度,_xa_gc_interval,1h,specifies the scan interval of the gc worker,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: worker,2
CPU调度,recover_table_dop,0,"The maximum degree of parallel of the single table recovery during the cross-tenant table import stage of tables recovery.Range: [0,) in integer. Especially, 0 means default value",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: parallel,2
SQL执行,_enable_spf_batch_rescan,True,enable das batch rescan for subplan filter,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: plan,2
SQL执行,_enable_var_assign_use_das,False,enable use das if the sql statement has variable assignment,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: sql,2
SQL执行,_ob_immediate_row_conflict_check,True,"By default, OB's MySQL mode will check unique conflicts row by row after the update.When the switch is turned off, it will only check whether the final state of a batch of data after the update satisfies the unique constraint.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: sql,2
SQL执行,default_row_format,dynamic,default row format in mysql mode,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: sql,2
SQL执行,kv_transport_compress_func,none,"compressor used for tableAPI query result. Values: none, lz4_1.0, snappy_1.0, zlib_1.0, zstd_1.0 zstd 1.3.8, zstd_1.5.7",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: query,2
内存管理,_enable_external_table_prefetch,True,enable external table prebuffer,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: buffer,2
内存管理,_enable_semantic_index,False,Specifies whether the tenant's semantic index is enabled. Value: True: turned on; False: turned off.,AI,DYNAMIC_EFFECTIVE,命中关键词: tenant,2
内存管理,_enable_trace_tablet_leak,False,enable t3m tablet leak checker. The default value is False,TENANT,STATIC_EFFECTIVE,命中关键词: tenant,2
内存管理,_lcl_op_interval,30ms,"Scan interval for every detector node, smaller interval support larger deadlock scale, but cost more system resource. 0ms means disable deadlock, default value is 30ms. Range:[0ms, 1s]",TRANS,DYNAMIC_EFFECTIVE,命中关键词: resource,2
内存管理,balancer_idle_time,10s,"the time interval between the schedules of the tenant load-balancing task. Range: [10s, +∞)",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: tenant,2
内存管理,enable_rebalance,True,specifies whether the tenant load-balancing is turned on. Value:  True:turned on  False: turned off,LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: tenant,2
内存管理,enable_transfer,True,controls whether transfers are allowed in the tenant. This config does not take effect when enable_rebalance is disabled. Value:  True:turned on  False:turned off,LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: tenant,2
内存管理,ignore_replay_checksum_error,True,specifies whether error raised from the memtable replay checksum validation can be ignored. Value: True:ignored; False: not ignored,TRANS,DYNAMIC_EFFECTIVE,命中关键词: mem,2
内存管理,ls_scale_out_factor,1,"Parameters can allow tenant to have enough LS to meet the scaling requirements, and disabling transfer when scaling can also achieve a flat effect. Default value 1. Range: [1, +∞)]",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: tenant,2
内存管理,writing_throttling_trigger_percentage,60,"the threshold of the size of the mem store when writing_limit will be triggered. Rang:(0,100]. setting 100 means turn off writing limit",TRANS,DYNAMIC_EFFECTIVE,命中关键词: mem,2
磁盘IO,_enable_compatible_monotonic,True,Control whether to enable cross-server monotonic compatible(data_version) mode,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_das_batch_rescan_flag,15,enable das batch rescan for multiple scenarios.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_das_keep_order,True,enable das keep order optimization,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_defensive_check,1,"specifies whether allow to do some defensive checks when the query is executed, 0 means defensive check is disabled, 1 means normal defensive check is enabled, 2 means more strict defensive check is enabled, such as check partition id validity",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_drop_column_instant,True,Whether to enable the capability for fast column deletion.Value:  True: drop column instant;  False: drop column inplace,ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_easy_keepalive,True,enable keepalive for each TCP connection.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_index_merge,False,enable index merge optimization,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_index_merge_intersect_bitmap,True,enable bitmap optimization for index merge intersect,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_insertup_replace_gts_opt,True,"By default, insert/replace ... values statement can use gts optimization",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_persistent_compiled_routine,True,specifies whether the feature of storeing dll to disk is turned on. The default value is TRUE. Value: TRUE: turned on FALSE: turned off,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: disk,2
磁盘IO,_enable_two_phase_fts_index_merge,False,Control whether to enable two-phase execution for index-merge-and with full-text index and scalar index,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_enable_wait_remote_lock,True,enable remote execution wait in lock wait mgr when lock conflict occurs,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_fast_commit_callback_count,10000,"[0,)trigger max callback count allowed within transaction for durable callback checkpoint, 0 represents not allow durable callbackRange: [0, not limited callback count",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_global_enable_rich_vector_format,True,Control whether use rich vector format in vectorization engine,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_load_tde_encrypt_engine,NONE,load the engine that meet the security classification requirement to encrypt data.  default NONE,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_max_elr_dependent_trx_count,0,max elr dependent transaction count,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_ob_ash_enable,True,enable active session history,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_ob_ddl_temp_file_compress_func,AUTO,specific compression in ObTempBlockStore.AUTO: use compression algorithm from table schema;ZSTD: use ZSTD compression algorithm;LZ4: use LZ4 compression algorithm;NONE: do not use compression.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_ob_obj_dep_maint_task_interval,1ms,"The execution interval of the task of maintaining the dependency of the object. Range: [0, 10s]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_obkv_feature_mode,,_obkv_feature_mode is a option list to control specified OBKV features on/off.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_parquet_filter_pushdown_level,4,"This parameter is used to control the predicate push level of the PARQUET external table. The optional value is 0, which means disabling filter condition pushdown, 1, which means pushdown to file level, 2, which means pushdown to RowGroup level, 3, which means pushdown to Page level and 4, which means pushdown to Encoding level. The default value is 4.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_publish_schema_mode,BEST_EFFORT,"specify the inspection of schema synchronous status after ddl transaction commitsvalues: BEST_EFFORT, ASYNC",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_rpc_checksum,Force,Force: always verify; Optional: verify when rpc_checksum non-zero; Disable: ignore verify,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_trace_control_info,"{""type_t"":{""level"":1,""sample_pct"":""0.10"",""record_policy"":""SAMPLE_AND_SLOW_QUERY""}}",persistent control information for full-link trace,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,_tx_debug_level,0,"the debug level of transaction module. Range: [0, 10] in integer.",TRANS,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,compatible,4.5.0.0,compatible version for persisted data,ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,data_storage_error_tolerance_time,300s,"time to tolerate disk read failure, after that, the disk status will be set error. Range [10s,7200s]. The default value is 300s",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: disk,2
磁盘IO,data_storage_warning_tolerance_time,5s,"time to tolerate disk read failure, after that, the disk status will be set warning. Range [1s,300s]. The default value is 5s",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: disk,2
磁盘IO,default_compress_func,zstd_1.3.8,"default compress function name for create new table, values: none, lz4_1.0, snappy_1.0, zstd_1.0, zstd_1.3.8, zstd_1.5.7",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,enable_database_sharding_none,False,Enable automatic creation of sharding none tablegroup for new databases in MySQL mode.,LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,enable_ddl,True,specifies whether DDL operation is turned on. Value:  True:turned on;  False: turned off,ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,enable_ob_ratelimit,False,enable ratelimit between regions for RPC connection.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,external_kms_info,,"when using the external key management center, this parameter will store some key management information",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,kv_transport_compress_threshold,10K,"Together with the configuration item kv_transport_compress_func, it is used to specify the minimum threshold size of the OBKV query result set that needs to be compressed. Range: [0, +∞)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,lease_time,10s,"Lease for current heartbeat. If the root server does not received any heartbeat from an observer in lease_time seconds, that observer is considered to be offline. Not recommended for modification. Range: [1s, 5m]",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,max_string_print_length,500,"truncate very long string when printing to log file. Range:[0,]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: log,2
磁盘IO,micro_block_merge_verify_level,2,"specify what kind of verification should be done when merging micro block. 0 : no verification will be done 1 : verify encoding algorithm, encoded micro block will be read to ensure data is correct 2 : verify encoding and compression algorithm, besides encoding verification, compressed block will be decompressed to ensure data is correct3 : verify encoding, compression algorithm and lost write protect",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,model_max_retries,2,"Used to control the retry times after a failed model interaction. Especially, the default value is 2",AI,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,ob_java_connector_path,,specifies the connector path for external table with enabled option: ob_enable_java_env,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,ob_java_home,,specifies the java home path for external table with enabled option: ob_enable_java_env,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,ob_java_opts,,specifies the java opts path for external table with enabled option: ob_enable_java_env,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,redundancy_level,NORMAL,EXTERNAL: use extrernal redundancyNORMAL: tolerate one disk failureHIGH: tolerate two disk failure if disk count is enough,SSTABLE,DYNAMIC_EFFECTIVE,命中关键词: disk,2
磁盘IO,rootservice_list,127.0.0.1:2882:2881,a list of servers against which election candidate is checked for validation,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,ssl_external_kms_info,,"when using the external key management center for ssl, this parameter will store some key management information",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,tablet_meta_table_scan_batch_count,999,"the number of tablet replica info that will be read by each request on the tablet-related system tables during procedures such as load-balancing, daily merge, election and etc. Range:(0,65536]",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,tcp_keepcnt,10,"The maximum number of keepalive probes TCP should send before dropping the connection. Take effect for new established connections. Range: [1,+∞)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,tcp_keepidle,7200s,"The time (in seconds) the connection needs to remain idle before TCP starts sending keepalive probe. Take effect for new established connections. Range: [1s, +∞]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,tcp_keepintvl,6s,"The time (in seconds) between individual keepalive probes. Take effect for new established connections. Range: [1s, +∞]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,tde_method,none,"none : transparent encryption is none, none means cannot use tde, internal : transparent encryption is in the form of internal tables, bkmi : transparent encryption is in the form of external bkmi",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: io,2
磁盘IO,trx_2pc_retry_interval,100ms,"the time interval between the retries in case of failure during a transaction\'s two-phase commit phase. Range: [1ms,5000ms]",TRANS,DYNAMIC_EFFECTIVE,命中关键词: io,2
CPU调度,__balance_controller,,specifies whether the balance events are turned on or turned off.,LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_backup_idle_time,5m,"the time interval between the schedules of physical backup task. Range: [10s, +∞)",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_backup_task_keep_alive_interval,10s,"control backup task keep alive intervalRange: [1s, +∞)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_bloom_filter_enabled,True,enable join bloom filter,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_adaptive_auto_dop,False,Enable or disable adaptive auto dop feature.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_add_fulltext_index_to_existing_table,False,enable create fulltext index after table is created,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_async_load_sys_package,False,Controls the ability to enable/disable async load sys package,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_auth_switch,True,Control whether to use auth_switch.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_block_file_punch_hole,False,specifies whether to punch whole when free blocks in block_file,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_dbms_job_package,False,Control whether can use DBMS_JOB package.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_di_experimental_feature_flags,7,"[0, +∞)enable diagnostic info experimental feature",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_distributed_das_scan,True,enable distributed DAS scan,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_kv_feature,True,Enable or disable OBKV feature.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_malloc_v2,True,Enable or disable ob_malloc_v2.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_newsort,True,control if enable encode sort,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_nlj_spf_use_rich_format,True,enable nlj and spf use rich format,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_numa_aware,False,"NUMA awareness switch, which, when enabled, allows threads to bind cores with NUMA affinity.",OBSERVER,STATIC_EFFECTIVE,命中关键词: thread,1
CPU调度,_enable_obdal,False,Enable or disable use obdal to access object storage.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
